Ref#,Property Name,State,County,City,Street & Number,Listed Date,Area of Significance,geometry,longitude,latitude,fipsBlock,fipsTract,STCOFIPS,CFLD_AFREQ,CFLD_RISKS,CFLD_RISKR,RFLD_AFREQ,RFLD_RISKS,RFLD_RISKR
79001668,Biltmore Estate Office,NORTH CAROLINA,Buncombe,Asheville,10 Biltmore Plaza,11/15/1979,ARCHITECTURE; SOCIAL HISTORY,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001669,Biltmore Shoe Store,NORTH CAROLINA,Buncombe,Asheville,8 Lodge St.,11/15/1979,ARCHITECTURE,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001670,Biltmore Village Commercial Buildings,NORTH CAROLINA,Buncombe,Asheville,Brook St. and Biltmore Plaza,11/15/1979,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001673,Biltmore-Oteen Bank Building,NORTH CAROLINA,Buncombe,Asheville,12 Lodge St.,11/15/1979,ARCHITECTURE,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001679,McGeahy Building,NORTH CAROLINA,Buncombe,Asheville,7 1/2 Biltmore Plaza,11/15/1979,ARCHITECTURE,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001680,"Reed, Samuel Harrison, House",NORTH CAROLINA,Buncombe,Asheville,119 Dodge St.,11/15/1979,ARCHITECTURE,POINT (-82.53935011099998 35.56427013200005),-82.53935011,35.56427013,370210020003003,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001684,Southern Railway Passenger Depot,NORTH CAROLINA,Buncombe,Asheville,1 Biltmore Plaza,11/15/1979,ARCHITECTURE,POINT (-82.54272523499998 35.56765283400006),-82.54272523,35.56765283,370210020003007,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
70000459,Harper House,NORTH CAROLINA,Johnston,Harper,Near jct. of SR 1008 and 1188,2/26/1970,MILITARY; ARCHITECTURE; SOCIAL HISTORY,POINT (-78.33223313899998 35.30154818200003),-78.33223314,35.30154818,371010413002036,37101041300,37101,,,Not Applicable,1.625,27.3477753,Relatively High
79001759,Rogers-Bagley-Daniels-Pegues House,NORTH CAROLINA,Wake,Raleigh,125 E. South St.,3/21/1979,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-78.63724736599994 35.77219517000003),-78.63724737,35.77219517,371830509001003,37183050900,37183,,,Not Applicable,4.291666666,21.56123703,Relatively High
71000629,Fort Totten,NORTH DAKOTA,Benson,Fort Totten,S of Fort Totten off ND 57,12/9/1971,MILITARY,POINT (-98.99345955099994 47.97749317200004),-98.99345955,47.97749317,380059401001268,38005940100,38005,,,Not Applicable,2.5,46.42965739,Very High
66000613,James A. Garfield National Historic Site,OHIO,Lake,Mentor,8095 Mentor Ave.,10/15/1966,POLITICS/GOVERNMENT,POINT (-81.34695091599997 41.66236374800008),-81.34695092,41.66236375,390852065001005,39085206500,39085,0,0,No Rating,1.458333333,20.13544952,Relatively High
15000675,Lawnfield-James A. Garfield Estate (Additional Documentation and Boundary Clarification),OHIO,Lake,Mentor,8095 Mentor Ave.,9/29/2015,POLITICS/GOVERNMENT; ARCHITECTURE; HISTORIC - NON-ABORIGINAL,POINT (-81.35102438399997 41.66212443700005),-81.35102438,41.66212444,390852065001005,39085206500,39085,0,0,No Rating,1.458333333,20.13544952,Relatively High
66000608,"Edison, Thomas Alva, Birthplace",OHIO,Erie,Milan,Edison Dr.,10/15/1966,INVENTION,POINT (-82.60495634699998 41.29995453700008),-82.60495635,41.29995454,390430418005015,39043041800,39043,0,0,No Rating,1.958333333,19.97925705,Relatively High
80002944,"Parker, John P., House",OHIO,Brown,Ripley,300 Front St.,1/7/1980,INDUSTRY; SOCIAL HISTORY; INVENTION,POINT (-83.84922291199996 38.75013862700007),-83.84922291,38.75013863,390159517001031,39015951700,39015,,,Not Applicable,2.541666666,34.08074069,Very High
66000604,"Manasseh Cutler Hall, Ohio University",OHIO,Athens,Athens,Ohio University campus,10/15/1966,EDUCATION,POINT (-82.10037907199995 39.32613703300007),-82.10037907,39.32613703,390099739011002,39009973901,39009,,,Not Applicable,2.916666666,25.91383214,Relatively High
74001537,"Lundy, Benjamin, House",OHIO,Jefferson,Mt. Pleasant,Union and 3rd Sts.,5/30/1974,POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-80.80370479299995 40.17479261300008),-80.80370479,40.17479261,390810121001049,39081012100,39081,,,Not Applicable,1.541666666,21.60864454,Relatively High
72001042,People's Federal Savings and Loan Association,OHIO,Shelby,Sidney,101 E. Court St.,6/5/1972,ARCHITECTURE,POINT (-84.15673573899994 40.28397741500004),-84.15673574,40.28397742,391499720003019,39149972000,39149,,,Not Applicable,1.958333333,20.38808872,Relatively High
75002068,"Gardner, Jefferson, House",OKLAHOMA,McCurtain,Eagletown,3 mi. W of Eagletown off U.S. 70,4/4/1975,HISTORIC - ABORIGINAL; NATIVE AMERICAN; POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-94.62364547499999 34.04637653600003),-94.62364547,34.04637654,400890985001572,40089098500,40089,,,Not Applicable,2.125,31.48097491,Relatively High
70000530,Murrell Home,OKLAHOMA,Cherokee,Park Hill,4 mi. S of Tahlequah,6/22/1970,NATIVE AMERICAN; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-94.96440618999998 35.84925007100003),-94.96440619,35.84925007,400219783001044,40021978300,40021,,,Not Applicable,3.708333333,29.09567611,Relatively High
75001578,Dewey Hotel,OKLAHOMA,Washington,Dewey,Delaware and Don Tyler Ave.,4/4/1975,COMMERCE; RELIGION; SOCIAL HISTORY,POINT (-95.93777123799998 36.79924713100007),-95.93777124,36.79924713,401470011002107,40147001100,40147,,,Not Applicable,1.416666666,26.8430725,Relatively High
86000818,Gold Beach Ranger Station,OREGON,Curry,Gold Beach,Siskiyou National Forest,4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-124.420218332 42.40182898900008),-124.4202183,42.40182899,410159502002051,41015950200,41015,4.512,6.232006931,Relatively Low,1.708333333,46.85216336,Very High
86000837,Cedar Guard Station No. 1019,OREGON,Josephine,Cave Junction,"Illinois Valley Rd., Siskiyou National Forest",4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-123.462253647 42.14139239500003),-123.4622536,42.1413924,410333616004197,41033361600,41033,,,Not Applicable,0.75,29.95287836,Relatively High
87001346,Oregon Caves Chateau,OREGON,Josephine,Oregon Caves National Monument,Off SR 46,5/28/1987,ARCHITECTURE,POINT (-123.4076808679999 42.09851293100007),-123.4076809,42.09851293,410333616004075,41033361600,41033,,,Not Applicable,0.75,29.95287836,Relatively High
86000845,Lake of the Woods Ranger Station-Work Center,OREGON,Klamath,Klamath Falls,Winema National Forest,4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-122.227145383 42.38575153400006),-122.2271454,42.38575153,410359703001396,41035970300,41035,,,Not Applicable,0.375,25.51862579,Relatively High
86000836,"John Day Compound, Supervisor's Warehouse",OREGON,Grant,John Day,Malheur National Forest,4/11/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-118.959771475 44.41824535300003),-118.9597715,44.41824535,410239602003003,41023960200,41023,,,Not Applicable,0.375,21.30513274,Relatively High
86000833,Supervisor's House No. 1001,OREGON,Grant,John Day,Malheur National Forest,4/11/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-118.949980442 44.41165192100004),-118.9499804,44.41165192,410239602005042,41023960200,41023,,,Not Applicable,0.375,21.30513274,Relatively High
86000838,Store Gulch Guard Station No. 1020,OREGON,Josephine,Cave Junction,"Illinois Valley Rd., Siskiyou National Forest",4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-123.752210604 42.29794357700007),-123.7522106,42.29794358,410333615001094,41033361500,41033,,,Not Applicable,0.75,21.21893135,Relatively High
69000157,Fort Mifflin Hospital,PENNSYLVANIA,Philadelphia,Philadelphia,Marina and Penrose Ferry Rds.,9/29/1969,MILITARY; ENGINEERING; ARCHITECTURE,POINT (-75.21129315299999 39.87621925400003),-75.21129315,39.87621925,421019809001139,42101980900,42101,4.425936328,34.26667601,Relatively High,5.916666666,21.66162891,Relatively High
66000682,Gloria Dei (Old Swedes') Church National Historic Site,PENNSYLVANIA,Philadelphia,Philadelphia,"Swanson St., between Christian and Water Sts.",10/15/1966,EUROPEAN; ARCHITECTURE; RELIGION,POINT (-75.14395216999998 39.93397270300005),-75.14395217,39.9339727,421010366001070,42101036600,42101,4.425936328,29.36427691,Relatively High,5.916666666,19.44485673,Relatively Moderate
71000702,1724 Chester Courthouse,PENNSYLVANIA,Delaware,Chester,Market St. below 5th St.,5/27/1971,ARCHITECTURE,POINT (-75.35966073899993 39.84938123100005),-75.35966074,39.84938123,420454050003034,42045405000,42045,4.425936328,20.09098452,Relatively High,4.625,18.67815017,Relatively Moderate
8001088,College of Physicians of Philadelphia Building,PENNSYLVANIA,Philadelphia,Philadelphia,19 South 22nd Street,10/6/2008,HEALTH/MEDICINE; EDUCATION; ARCHITECTURE,POINT (-75.17663094999995 39.95360155800006),-75.17663095,39.95360156,421010004011019,42101000401,42101,4.419952246,10.87264933,Relatively Moderate,5.916666666,20.79081917,Relatively High
71000724,First Unitarian Church,PENNSYLVANIA,Philadelphia,Philadelphia,2121 Chestnut St.,5/27/1971,ARCHITECTURE,POINT (-75.17651109399998 39.95252054300005),-75.17651109,39.95252054,421010004011027,42101000401,42101,4.419952246,10.87264933,Relatively Moderate,5.916666666,20.79081917,Relatively High
83002281,WCAU Studios,PENNSYLVANIA,Philadelphia,Philadelphia,1618-22 Chestnut St.,1/27/1983,ART; ARCHITECTURE; COMMUNICATIONS,POINT (-75.17382596299996 39.95549790000007),-75.17382596,39.9554979,421010004011000,42101000401,42101,4.419952246,10.87264933,Relatively Moderate,5.916666666,20.79081917,Relatively High
71000720,Cathedral of Saints Peter and Paul,PENNSYLVANIA,Philadelphia,Philadelphia,18th St. and the Pkwy.,6/24/1971,ARCHITECTURE,POINT (-75.16856212799996 39.95739778100005),-75.16856213,39.95739778,421010003001013,42101000300,42101,4.423936328,7.461224451,Relatively Low,5.916666666,20.20165745,Relatively High
85000039,Franklin Institute Science Museum,PENNSYLVANIA,Philadelphia,Philadelphia,20th St. and the Benjamin Franklin Pkwy.,1/3/1985,SCIENCE; ARCHITECTURE; INVENTION,POINT (-75.17324740199996 39.95820176000007),-75.1732474,39.95820176,421010003002008,42101000300,42101,4.423936328,7.461224451,Relatively Low,5.916666666,20.20165745,Relatively High
71000731,Pennsylvania Academy of the Fine Arts,PENNSYLVANIA,Philadelphia,Philadelphia,SW corner of Broad and Cherry Sts.,5/27/1971,ART; ARCHITECTURE,POINT (-75.16340542399996 39.95524278400006),-75.16340542,39.95524278,421010003001043,42101000300,42101,4.423936328,7.461224451,Relatively Low,5.916666666,20.20165745,Relatively High
93001610,Race Street Friends Meetinghouse,PENNSYLVANIA,Philadelphia,Philadelphia,1515 Cherry St.,11/4/1993,RELIGION; SOCIAL HISTORY,POINT (-75.16492829199996 39.95560102200005),-75.16492829,39.95560102,421010003001024,42101000300,42101,4.423936328,7.461224451,Relatively Low,5.916666666,20.20165745,Relatively High
70000555,St. Clement's Protestant Episcopal Church,PENNSYLVANIA,Philadelphia,Philadelphia,SW corner of 20th and Cherry Sts.,11/20/1970,ARCHITECTURE; RELIGION,POINT (-75.17289138699994 39.95631019800004),-75.17289139,39.9563102,421010003002026,42101000300,42101,4.423936328,7.461224451,Relatively Low,5.916666666,20.20165745,Relatively High
72001098,Moravian Pottery and Tile Works,PENNSYLVANIA,Bucks,Doylestown,Court St. and PA 313,6/1/1972,ART; EDUCATION; ARCHITECTURE,POINT (-75.12322962999997 40.32315355300005),-75.12322963,40.32315355,420171047011006,42017104701,42017,0.002,0.4262620585,Very Low,4.5,26.58570515,Relatively High
73001620,"Harris, John, Mansion",PENNSYLVANIA,Dauphin,Harrisburg,219 S. Front St.,9/20/1973,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-76.87859262499995 40.25675430900003),-76.87859262,40.25675431,420430201002066,42043020100,42043,,,Not Applicable,2.208333333,39.44541884,Very High
75001638,Harrisburg Central Railroad Station and Trainshed,PENNSYLVANIA,Dauphin,Harrisburg,Aberdeen St.,6/11/1975,ENGINEERING; TRANSPORTATION; ARCHITECTURE,POINT (-76.87745897499997 40.26210580300005),-76.87745897,40.2621058,420430201002036,42043020100,42043,,,Not Applicable,2.208333333,39.44541884,Very High
80003585,Parsons-Taylor House,PENNSYLVANIA,Northampton,Easton,4th and Ferry Sts.,8/22/1980,EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-75.21027953799995 40.68987320000008),-75.21027954,40.6898732,420950144003044,42095014400,42095,,,Not Applicable,3.5,34.70965781,Very High
80003404,St. Nicholas Croatian Church,PENNSYLVANIA,Allegheny,Millvale,24 Maryland Ave.,5/6/1980,ART; SOCIAL HISTORY,POINT (-79.96964208999998 40.47706555500002),-79.96964209,40.47706556,420034270002010,42003427000,42003,,,Not Applicable,7.625,26.29676877,Relatively High
72001177,Erie Railroad Station,PENNSYLVANIA,Susquehanna,Susquehanna,S bank of Susquehanna River,6/19/1972,COMMERCE; TRANSPORTATION; ARCHITECTURE,POINT (-75.60801616899994 41.94530424600003),-75.60801617,41.94530425,421150323002002,42115032300,42115,,,Not Applicable,1.666666666,25.04963295,Relatively High
75001658,Gemeinhaus-Lewis David De Schweinitz Residence,PENNSYLVANIA,Northampton,Bethlehem,W. Church St.,5/15/1975,SCIENCE; ARCHITECTURE; RELIGION,POINT (-75.38077235099996 40.61880598400006),-75.38077235,40.61880598,420950108002040,42095010800,42095,,,Not Applicable,3.5,24.15204675,Relatively High
70000550,Denison House,PENNSYLVANIA,Luzerne,Forty Fort,35 Denison St.,12/2/1970,ARCHITECTURE,POINT (-75.86248960699999 41.29938361000006),-75.86248961,41.29938361,420792121001002,42079212100,42079,,,Not Applicable,2.458333333,23.71442553,Relatively High
78002477,National Transit Building,PENNSYLVANIA,Venango,Oil City,206 Seneca St.,9/13/1978,COMMERCE; ARCHITECTURE,POINT (-79.70880079999995 41.43506320900008),-79.7088008,41.43506321,421212007001037,42121200700,42121,,,Not Applicable,2.541666666,21.42013537,Relatively High
76001679,"Acheson, Edward G., House",PENNSYLVANIA,Washington,Monongahela,908 Main St.,5/11/1976,INVENTION,POINT (-79.93293356599997 40.20533323700005),-79.93293357,40.20533324,421257731001029,42125773100,42125,,,Not Applicable,3.916666666,20.67392793,Relatively High
80000019,Flying Horse Carousel,RHODE ISLAND,Washington,Westerly,Bay St.,1/11/1980,ART; ENTERTAINMENT/RECREATION,POINT (-71.85803652199996 41.30892186800003),-71.85803652,41.30892187,440090510001009,44009051000,44009,4.477824905,14.11412674,Relatively Moderate,0.833333333,22.71252792,Relatively High
88001819,Fort Fremont Hospital,SOUTH CAROLINA,Beaufort,Frogmore,.3 mi. from Land's End Rd.,5/26/1989,MILITARY; HEALTH/MEDICINE; ARCHITECTURE,POINT (-80.64355331199994 32.30835202300005),-80.64355331,32.30835202,450130011023059,45013001102,45013,2.743617974,18.8157614,Relatively Moderate,1,29.00992689,Relatively High
88001773,"Oaks, The",SOUTH CAROLINA,Beaufort,Frogmore,On unpaved rd. .3 mi. W of SC Sec. Rd. 165,10/6/1988,MILITARY; BLACK; EDUCATION,POINT (-80.61984498799995 32.38929171300003),-80.61984499,32.38929171,450130011022002,45013001102,45013,2.743617974,18.8157614,Relatively Moderate,1,29.00992689,Relatively High
88001779,"Simmons, Robert, House",SOUTH CAROLINA,Beaufort,Frogmore,On unpaved rd. .5 mi. S of US Hwy. 21,10/6/1988,ARCHITECTURE,POINT (-80.60388718899998 32.39158794600007),-80.60388719,32.39158795,450130011022002,45013001102,45013,2.743617974,18.8157614,Relatively Moderate,1,29.00992689,Relatively High
88001723,"Alston, Emanuel, House",SOUTH CAROLINA,Beaufort,Frogmore,"Sec. Rd. 161, .25 mi. N of jct. with US 21",10/6/1988,ARCHITECTURE,POINT (-80.55874981299996 32.40334546600008),-80.55874981,32.40334547,450130011012054,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001726,"Bailey, Dr. York, House",SOUTH CAROLINA,Beaufort,Frogmore,"US Hwy. 21, approx. .2 mi. E of jct. with Lands End Rd.",10/6/1988,HEALTH/MEDICINE; BLACK; ARCHITECTURE,POINT (-80.57408722599996 32.39798572300003),-80.57408723,32.39798572,450130011012023,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001730,Coffin Point Plantation Caretaker's House,SOUTH CAROLINA,Beaufort,Frogmore,"Adjacent to Coffin Point Plantation, off Seaside Rd.",5/28/1989,ARCHITECTURE; SOCIAL HISTORY,POINT (-80.47306692799998 32.43585209400004),-80.47306693,32.43585209,450130011013007,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001733,"Corner Packing Shed, The",SOUTH CAROLINA,Beaufort,Frogmore,"US Hwy. 21, W of jct. with Land's End Rd.",10/6/1988,COMMERCE; ARCHITECTURE,POINT (-80.57600279699994 32.39763135200008),-80.5760028,32.39763135,450130011012023,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001737,"Corner Store and Office, The",SOUTH CAROLINA,Beaufort,Frogmore,"US Hwy. 21, W of jct. with Lands End Rd.",10/6/1988,ARCHITECTURE,POINT (-80.57834533699997 32.39691754400008),-80.57834534,32.39691754,450130011012094,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001739,Eddings Point Community Praise House,SOUTH CAROLINA,Beaufort,Frogmore,"On SC Sec. Rd. 183, .1 mi. N of jct. with SC Sec. Rd. 74",5/19/1989,BLACK; ARCHITECTURE; RELIGION; SOCIAL HISTORY,POINT (-80.54366020499998 32.44352506600006),-80.5436602,32.44352507,450130011012023,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
88001770,"Jenkins, Mary, Community Praise House",SOUTH CAROLINA,Beaufort,Frogmore,"On SC Sec. Rd. 74, 2.1 mi. N of its jct. with US Hwy. 21",5/19/1989,BLACK; ARCHITECTURE; RELIGION; SOCIAL HISTORY,POINT (-80.56032133199994 32.43005299500004),-80.56032133,32.430053,450130011012023,45013001101,45013,2.743617974,18.68394937,Relatively Moderate,1,26.0559087,Relatively High
83003007,Custer State Game Lodge,SOUTH DAKOTA,Custer,Custer,E of Custer on US 16A,3/30/1983,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-103.381229209 43.76363261700004),-103.3812292,43.76363262,460339651001296,46033965100,46033,,,Not Applicable,1.25,32.97426388,Relatively High
77001251,Harney Peak Tin Mining Company Buildings,SOUTH DAKOTA,Pennington,Hill City,U.S. 16,7/21/1977,INDUSTRY,POINT (-103.565075275 43.93544693400003),-103.5650753,43.93544693,461030117002031,46103011700,46103,,,Not Applicable,2.166666666,28.19438853,Relatively High
69000177,Belle Meade,TENNESSEE,Davidson,Nashville,Harding Rd. at Leake Ave.,12/30/1969,AGRICULTURE; MILITARY; ARCHITECTURE,POINT (-86.86445936899997 36.10557876700005),-86.86445937,36.10557877,470370185002003,47037018500,47037,,,Not Applicable,3.916666666,33.97609834,Very High
5001217,"Presley, Elvis, House",TENNESSEE,Shelby,Memphis,1034 Audubon Dr.,3/9/2006,ENTERTAINMENT/RECREATION,POINT (-89.92014794199997 35.10538036600008),-89.92014794,35.10538037,471570118004001,47157011800,47157,,,Not Applicable,5.375,24.94386782,Relatively High
70000608,First Presbyterian Church,TENNESSEE,Davidson,Nashville,"154 5th Ave., N.",7/8/1970,ARCHITECTURE; MILITARY,POINT (-86.77975106899999 36.16288252800007),-86.77975107,36.16288253,470370195004047,47037019500,47037,,,Not Applicable,3.916666666,23.35373188,Relatively High
69000178,Nashville Union Station and Trainshed,TENNESSEE,Davidson,Nashville,Broadway and 10th Ave.,12/30/1969,INDUSTRY; COMMERCE; TRANSPORTATION; ARCHITECTURE,POINT (-86.78443774399994 36.15667028800004),-86.78443774,36.15667029,470370195001103,47037019500,47037,,,Not Applicable,3.916666666,23.35373188,Relatively High
12000420,RCA Studio B,TENNESSEE,Davidson,Nashville,1611 Roy Acuff Pl.,7/10/2012,PERFORMING ARTS; ENTERTAINMENT/RECREATION,POINT (-86.79281044299995 36.15193385400005),-86.79281044,36.15193385,470370195002089,47037019500,47037,,,Not Applicable,3.916666666,23.35373188,Relatively High
71000819,Ryman Auditorium,TENNESSEE,Davidson,Nashville,116 Fifth Ave. North,5/6/1971,RELIGION; PERFORMING ARTS,POINT (-86.77886745299998 36.16080730300007),-86.77886745,36.1608073,470370195003043,47037019500,47037,,,Not Applicable,3.916666666,23.35373188,Relatively High
70000894,Tennessee State Capitol,TENNESSEE,Davidson,Nashville,Capitol Hill,7/8/1970,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-86.78430133599994 36.16586598000004),-86.78430134,36.16586598,470370195003003,47037019500,47037,,,Not Applicable,3.916666666,23.35373188,Relatively High
69000203,Ashbel Smith Building,TEXAS,Galveston,Galveston,914--916 Ave. B,10/28/1969,SCIENCE; ARCHITECTURE,POINT (-94.77904591999999 29.31344328900008),-94.77904592,29.31344329,481677240001025,48167724000,48167,3.973570221,12.04162706,Relatively Moderate,3.166666666,54.76404212,Very High
70000746,Bishop's Palace,TEXAS,Galveston,Galveston,1402 Ave. J (Broadway),8/25/1970,POLITICS/GOVERNMENT; ARCHITECTURE; RELIGION,POINT (-94.78211871299999 29.30483014500004),-94.78211871,29.30483015,481677243004017,48167724300,48167,3.961570221,9.746567028,Relatively Low,3.166666666,74.88860744,Very High
85002815,Apollo Mission Control Center,TEXAS,Harris,Houston,Lyndon B. Johnson Space Flight Center,10/3/1985,COMMUNITY PLANNING AND DEVELOPMENT; OTHER; ENGINEERING,POINT (-95.08865975899994 29.55830972400003),-95.08865976,29.55830972,482013413011050,48201341301,48201,3.925697563,9.596615013,Relatively Low,5.25,39.35658608,Very High
69000204,Ashton Villa,TEXAS,Galveston,Galveston,2328 Broadway,10/28/1969,ARCHITECTURE,POINT (-94.79268010099997 29.30005978400004),-94.7926801,29.30005978,481677245001163,48167724500,48167,3.961570221,6.848688363,Relatively Low,3.166666666,75.18453104,Very High
69000205,"Sealy, George, House",TEXAS,Galveston,Galveston,2424 Broadway,10/28/1969,ARCHITECTURE,POINT (-94.79370770899999 29.29995574900005),-94.79370771,29.29995575,481677245001162,48167724500,48167,3.961570221,6.848688363,Relatively Low,3.166666666,75.18453104,Very High
9000866,Farnsworth & Chambers Building,TEXAS,Harris,Houston,2999 S. Wayside,10/29/2009,ARCHITECTURE; OTHER,POINT (-95.31687334999998 29.70884725500002),-95.31687335,29.70884726,482013118002048,48201311800,48201,3.873808987,3.080445704,Very Low,5.25,41.1740362,Very High
84001756,"Clayton, William L., Summer House",TEXAS,Harris,Houston,3376 Inwood Dr.,2/2/1984,ARCHITECTURE,POINT (-95.42973833999997 29.77911748900004),-95.42973834,29.77911749,482015109002016,48201510900,48201,0.007984082,2.090415642,Very Low,5.25,54.76656428,Very High
66000810,San Jose Mission National Historic Site,TEXAS,Bexar,San Antonio,6519 San Jose Dr.,10/15/1966,ARCHITECTURE; RELIGION,POINT (-98.47925005399998 29.36322947400004),-98.47925005,29.36322947,480291508002012,48029150800,48029,,,Not Applicable,7.916666666,42.47721417,Very High
76002013,"Withers, M. A., House",TEXAS,Caldwell,Lockhart,W of Lockhart on Borchert Loop Rd.,8/27/1976,AGRICULTURE; ECONOMICS; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-97.72732137999998 29.87111360500006),-97.72732138,29.87111361,480559601022055,48055960102,48055,,,Not Applicable,2.916666666,41.23340145,Very High
73002342,Trevino-Uribe Rancho,TEXAS,Zapata,San Ygnacio,Jct. of Uribe and Trevino Sts.,7/16/1973,HISPANIC; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-99.44356100999994 27.04522545400005),-99.44356101,27.04522545,485059504002271,48505950400,48505,,,Not Applicable,1.166666666,40.38815919,Very High
76002074,"Garner, John Nance, House",TEXAS,Uvalde,Uvalde,333 N. Park St.,12/8/1976,POLITICS/GOVERNMENT,POINT (-99.79269071499999 29.21253814900007),-99.79269071,29.21253815,484639503004046,48463950300,48463,,,Not Applicable,4.041666666,38.06201019,Very High
72001360,Ysleta Mission,TEXAS,El Paso,Ysleta,U.S. 80 near jct. with Zaragosa Rd.,7/31/1972,HISTORIC - ABORIGINAL; ARCHITECTURE,POINT (-106.32765844 31.69106590000007),-106.3276584,31.6910659,481410039022004,48141003902,48141,,,Not Applicable,4.083333333,25.5225476,Relatively High
80004133,First Methodist Church,TEXAS,Harrison,Marshall,300 E. Houston St.,7/16/1980,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-94.36651512399999 32.62586824000005),-94.36651512,32.62586824,482030202003083,48203020200,48203,,,Not Applicable,1.666666666,25.45729394,Relatively High
69000212,Driskill Hotel,TEXAS,Travis,Austin,117 E. 7th St.,11/25/1969,ARCHITECTURE,POINT (-97.74157076699998 30.26792091500005),-97.74157077,30.26792092,484530011001089,48453001100,48453,,,Not Applicable,5.875,20.64017467,Relatively High
70000896,Governor's Mansion,TEXAS,Travis,Austin,1010 Colorado St.,8/25/1970,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-97.74306565699999 30.27297918900007),-97.74306566,30.27297919,484530011001010,48453001100,48453,,,Not Applicable,5.875,20.64017467,Relatively High
73001979,"Porter, William Sidney, House",TEXAS,Travis,Austin,409 E. 5th S.,6/18/1973,LITERATURE; ARCHITECTURE,POINT (-97.73910387999996 30.26573165000008),-97.73910388,30.26573165,484530011001129,48453001100,48453,,,Not Applicable,5.875,20.64017467,Relatively High
94000984,"Howard, Robert E., House",TEXAS,Callahan,Cross Plains,Jct. of TX 36 (Fourth St.) and Ave. J,8/19/1994,LITERATURE,POINT (-99.17207467899999 32.12138547600006),-99.17207468,32.12138548,480590302004083,48059030200,48059,,,Not Applicable,0.958333333,20.45921756,Relatively High
66000808,"Alamo, The",TEXAS,Bexar,San Antonio,Alamo Plaza,10/15/1966,MILITARY,POINT (-98.48607488899995 29.42536176000004),-98.48607489,29.42536176,480291101001077,48029110100,48029,,,Not Applicable,7.916666666,20.27880669,Relatively High
75001949,Church of Nuestra Senora de la Candelaria y Guadalupe,TEXAS,Bexar,San Antonio,115 Main Ave.,2/25/1975,HISPANIC; ARCHITECTURE; RELIGION,POINT (-98.49432660099995 29.42449080400007),-98.4943266,29.4244908,480291101003057,48029110100,48029,,,Not Applicable,7.916666666,20.27880669,Relatively High
75001952,Majestic Theatre,TEXAS,Bexar,San Antonio,230 E. Houston St.,10/1/1975,COMMERCE; COMMUNICATIONS; PERFORMING ARTS; ART; ARCHITECTURE,POINT (-98.49040018999995 29.42628089200008),-98.49040019,29.42628089,480291101002027,48029110100,48029,,,Not Applicable,7.916666666,20.27880669,Relatively High
